rating,gram_status,subject,item
5,1,BP,OK_311
4,1,BQ,OK_311
5,1,BR,OK_311
6,1,BS,OK_311
3,1,BT,OK_311
7,1,BU,OK_311
3,1,BV,OK_311
6,1,BW,OK_311
6,1,BX,OK_311
7,1,BY,OK_311
7,1,BZ,OK_311
6,1,CA,OK_311
7,1,CB,OK_311
7,1,CC,OK_311
7,1,CD,OK_311
5,1,CE,OK_311
5,1,CF,OK_311
7,1,CG,OK_311
7,1,CH,OK_311
6,1,CI,OK_311
5,1,CJ,OK_311
5,1,CK,OK_311
7,1,CL,OK_311
2,1,CM,OK_311
7,1,CN,OK_311
7,1,CO,OK_311
6,1,CP,OK_311
6,1,CQ,OK_311
7,1,CR,OK_311
7,1,CS,OK_311
6,1,CT,OK_311
7,1,CU,OK_311
6,1,CV,OK_311
6,1,CW,OK_311
7,1,CX,OK_311
6,1,CY,OK_311
5,1,CZ,OK_311
7,1,DA,OK_311
7,1,DB,OK_311
6,1,DC,OK_311
6,1,DD,OK_311
7,1,DE,OK_311
6,1,DF,OK_311
7,1,DG,OK_311
4,1,A,OK_312
7,1,B,OK_312
7,1,C,OK_312
7,1,D,OK_312
6,1,E,OK_312
5,1,F,OK_312
7,1,G,OK_312
4,1,H,OK_312
7,1,I,OK_312
7,1,J,OK_312
4,1,K,OK_312
6,1,L,OK_312
7,1,M,OK_312
6,1,N,OK_312
6,1,O,OK_312
7,1,P,OK_312
7,1,Q,OK_312
4,1,R,OK_312
5,1,S,OK_312
6,1,T,OK_312
7,1,U,OK_312
5,1,V,OK_312
7,1,W,OK_312
7,1,X,OK_312
4,1,Y,OK_312
5,1,Z,OK_312
7,1,AA,OK_312
7,1,AB,OK_312
6,1,AC,OK_312
6,1,AD,OK_312
5,1,AE,OK_312
7,1,AF,OK_312
3,1,AG,OK_312
2,1,AH,OK_312
6,1,AI,OK_312
4,1,AJ,OK_312
6,1,AK,OK_312
7,1,AL,OK_312
5,1,AM,OK_312
7,1,AN,OK_312
7,1,AO,OK_312
7,1,AP,OK_312
1,1,AQ,OK_312
7,1,AR,OK_312
7,1,AS,OK_312
6,1,AT,OK_312
7,1,AU,OK_312
2,1,AV,OK_312
6,1,AW,OK_312
7,1,AX,OK_312
7,1,AY,OK_312
6,1,AZ,OK_312
5,1,BA,OK_312
6,1,BB,OK_312
1,1,BC,OK_312
6,1,BD,OK_312
7,1,BE,OK_312
7,1,BF,OK_312
7,1,BG,OK_312
3,1,BH,OK_312
4,1,BI,OK_312
5,1,BJ,OK_312
4,1,BK,OK_312
5,1,BL,OK_312
6,1,BM,OK_312
6,1,BN,OK_312
5,1,BO,OK_312
5,1,BP,OK_312
4,1,BQ,OK_312
4,1,BR,OK_312
7,1,BS,OK_312
3,1,BT,OK_312
7,1,BU,OK_312
5,1,BV,OK_312
7,1,BW,OK_312
4,1,BX,OK_312
7,1,BY,OK_312
7,1,BZ,OK_312
5,1,CA,OK_312
6,1,CB,OK_312
2,1,CC,OK_312
7,1,CD,OK_312
5,1,CE,OK_312
6,1,CF,OK_312
7,1,CG,OK_312
7,1,CH,OK_312
6,1,CI,OK_312
4,1,CJ,OK_312
2,1,CK,OK_312
5,1,CL,OK_312
5,1,CM,OK_312
7,1,CN,OK_312
7,1,CO,OK_312
7,1,CP,OK_312
7,1,CQ,OK_312
7,1,CR,OK_312
7,1,CS,OK_312
7,1,CT,OK_312
3,1,CU,OK_312
6,1,CV,OK_312
4,1,CW,OK_312
7,1,CX,OK_312
3,1,CY,OK_312
5,1,CZ,OK_312
6,1,DA,OK_312
7,1,DB,OK_312
7,1,DC,OK_312
5,1,DD,OK_312
5,1,DE,OK_312
6,1,DF,OK_312
7,1,DG,OK_312
5,1,A,OK_313
7,1,B,OK_313
7,1,C,OK_313
7,1,D,OK_313
2,1,E,OK_313
4,1,F,OK_313
7,1,G,OK_313
5,1,H,OK_313
3,1,I,OK_313
6,1,J,OK_313
3,1,K,OK_313
2,1,L,OK_313
3,1,M,OK_313
6,1,N,OK_313
5,1,O,OK_313
5,1,P,OK_313
7,1,Q,OK_313
3,1,R,OK_313
3,1,S,OK_313
5,1,T,OK_313
6,1,U,OK_313
5,1,V,OK_313
3,1,W,OK_313
4,1,X,OK_313
1,1,Y,OK_313
4,1,Z,OK_313
5,1,AA,OK_313
6,1,AB,OK_313
5,1,AC,OK_313
4,1,AD,OK_313
5,1,AE,OK_313
7,1,AF,OK_313
4,1,AG,OK_313
6,1,AH,OK_313
5,1,AI,OK_313
4,1,AJ,OK_313
4,1,AK,OK_313
5,1,AL,OK_313
6,1,AM,OK_313
7,1,AN,OK_313
4,1,AO,OK_313
7,1,AP,OK_313
3,1,AQ,OK_313
3,1,AR,OK_313
5,1,AS,OK_313
5,1,AT,OK_313
3,1,AU,OK_313
5,1,AV,OK_313
6,1,AW,OK_313
7,1,AX,OK_313
5,1,AY,OK_313
6,1,AZ,OK_313
6,1,BA,OK_313
4,1,BB,OK_313
7,1,BC,OK_313
5,1,BD,OK_313
6,1,BE,OK_313
2,1,BF,OK_313
7,1,BG,OK_313
3,1,BH,OK_313
5,1,BI,OK_313
4,1,BJ,OK_313
6,1,BK,OK_313
3,1,BL,OK_313
6,1,BM,OK_313
6,1,BN,OK_313
4,1,BO,OK_313
7,1,BP,OK_313
2,1,BQ,OK_313
3,1,BR,OK_313
5,1,BS,OK_313
5,1,BT,OK_313
4,1,BU,OK_313
5,1,BV,OK_313
5,1,BW,OK_313
5,1,BX,OK_313
7,1,BY,OK_313
3,1,BZ,OK_313
5,1,CA,OK_313
4,1,CB,OK_313
3,1,CC,OK_313
7,1,CD,OK_313
1,1,CE,OK_313
3,1,CF,OK_313
7,1,CG,OK_313
6,1,CH,OK_313
1,1,CI,OK_313
6,1,CJ,OK_313
2,1,CK,OK_313
5,1,CL,OK_313
6,1,CM,OK_313
7,1,CN,OK_313
5,1,CO,OK_313
7,1,CP,OK_313
6,1,CQ,OK_313
5,1,CR,OK_313
5,1,CS,OK_313
5,1,CT,OK_313
5,1,CU,OK_313
3,1,CV,OK_313
3,1,CW,OK_313
6,1,CX,OK_313
1,1,CY,OK_313
6,1,CZ,OK_313
2,1,DA,OK_313
5,1,DB,OK_313
4,1,DC,OK_313
5,1,DD,OK_313
7,1,DE,OK_313
4,1,DF,OK_313
5,1,DG,OK_313
2,1,A,OK_314
7,1,B,OK_314
6,1,C,OK_314
6,1,D,OK_314
6,1,E,OK_314
6,1,F,OK_314
7,1,G,OK_314
5,1,H,OK_314
5,1,I,OK_314
7,1,J,OK_314
6,1,K,OK_314
3,1,L,OK_314
7,1,M,OK_314
7,1,N,OK_314
7,1,O,OK_314
7,1,P,OK_314
7,1,Q,OK_314
5,1,R,OK_314
5,1,S,OK_314
7,1,T,OK_314
7,1,U,OK_314
7,1,V,OK_314
6,1,W,OK_314
7,1,X,OK_314
7,1,Y,OK_314
7,1,Z,OK_314
7,1,AA,OK_314
7,1,AB,OK_314
7,1,AC,OK_314
3,1,AD,OK_314
5,1,AE,OK_314
7,1,AF,OK_314
6,1,AG,OK_314
7,1,AH,OK_314
7,1,AI,OK_314
6,1,AJ,OK_314
5,1,AK,OK_314
5,1,AL,OK_314
7,1,AM,OK_314
7,1,AN,OK_314
7,1,AO,OK_314
7,1,AP,OK_314
7,1,AQ,OK_314
7,1,AR,OK_314
7,1,AS,OK_314
7,1,AT,OK_314
7,1,AU,OK_314
4,1,AV,OK_314
7,1,AW,OK_314
7,1,AX,OK_314
7,1,AY,OK_314
7,1,AZ,OK_314
7,1,BA,OK_314
7,1,BB,OK_314
4,1,BC,OK_314
7,1,BD,OK_314
7,1,BE,OK_314
7,1,BF,OK_314
3,1,BG,OK_314
5,1,BH,OK_314
5,1,BI,OK_314
6,1,BJ,OK_314
6,1,BK,OK_314
7,1,BL,OK_314
7,1,BM,OK_314
6,1,BN,OK_314
6,1,BO,OK_314
6,1,BP,OK_314
6,1,BQ,OK_314
5,1,BR,OK_314
5,1,BS,OK_314
5,1,BT,OK_314
7,1,BU,OK_314
4,1,BV,OK_314
7,1,BW,OK_314
5,1,BX,OK_314
7,1,BY,OK_314
7,1,BZ,OK_314
5,1,CA,OK_314
7,1,CB,OK_314
5,1,CC,OK_314
7,1,CD,OK_314
6,1,CE,OK_314
7,1,CF,OK_314
7,1,CG,OK_314
7,1,CH,OK_314
6,1,CI,OK_314
3,1,CJ,OK_314
5,1,CK,OK_314
7,1,CL,OK_314
6,1,CM,OK_314
7,1,CN,OK_314
7,1,CO,OK_314
6,1,CP,OK_314
7,1,CQ,OK_314
7,1,CR,OK_314
6,1,CS,OK_314
7,1,CT,OK_314
5,1,CU,OK_314
6,1,CV,OK_314
6,1,CW,OK_314
7,1,CX,OK_314
5,1,CY,OK_314
3,1,CZ,OK_314
7,1,DA,OK_314
7,1,DB,OK_314
6,1,DC,OK_314
7,1,DD,OK_314
7,1,DE,OK_314
7,1,DF,OK_314
6,1,DG,OK_314
5,1,A,OK_315
6,1,B,OK_315
6,1,C,OK_315
7,1,D,OK_315
6,1,E,OK_315
5,1,F,OK_315
7,1,G,OK_315
4,1,H,OK_315
6,1,I,OK_315
6,1,J,OK_315
4,1,K,OK_315
5,1,L,OK_315
7,1,M,OK_315
6,1,N,OK_315
6,1,O,OK_315
7,1,P,OK_315
7,1,Q,OK_315
4,1,R,OK_315
5,1,S,OK_315
6,1,T,OK_315
5,1,U,OK_315
7,1,V,OK_315
4,1,W,OK_315
6,1,X,OK_315
4,1,Y,OK_315
6,1,Z,OK_315
6,1,AA,OK_315
6,1,AB,OK_315
5,1,AC,OK_315
6,1,AD,OK_315
6,1,AE,OK_315
7,1,AF,OK_315
5,1,AG,OK_315
7,1,AH,OK_315
7,1,AI,OK_315
5,1,AJ,OK_315
7,1,AK,OK_315
6,1,AL,OK_315
7,1,AM,OK_315
6,1,AN,OK_315
5,1,AO,OK_315
5,1,AP,OK_315
6,1,AQ,OK_315
7,1,AR,OK_315
5,1,AS,OK_315
6,1,AT,OK_315
6,1,AU,OK_315
6,1,AV,OK_315
6,1,AW,OK_315
7,1,AX,OK_315
7,1,AY,OK_315
5,1,AZ,OK_315
5,1,BA,OK_315
5,1,BB,OK_315
6,1,BC,OK_315
5,1,BD,OK_315
5,1,BE,OK_315
4,1,BF,OK_315
3,1,BG,OK_315
6,1,BH,OK_315
4,1,BI,OK_315
5,1,BJ,OK_315
5,1,BK,OK_315
7,1,BL,OK_315
5,1,BM,OK_315
7,1,BN,OK_315
5,1,BO,OK_315
1,1,BP,OK_315
3,1,BQ,OK_315
5,1,BR,OK_315
6,1,BS,OK_315
5,1,BT,OK_315
6,1,BU,OK_315
7,1,BV,OK_315
7,1,BW,OK_315
3,1,BX,OK_315
6,1,BY,OK_315
6,1,BZ,OK_315
4,1,CA,OK_315
2,1,CB,OK_315
4,1,CC,OK_315
7,1,CD,OK_315
7,1,CE,OK_315
7,1,CF,OK_315
7,1,CG,OK_315
7,1,CH,OK_315
5,1,CI,OK_315
6,1,CJ,OK_315
3,1,CK,OK_315
5,1,CL,OK_315
2,1,CM,OK_315
1,1,CN,OK_315
6,1,CO,OK_315
6,1,CP,OK_315
6,1,CQ,OK_315
7,1,CR,OK_315
2,1,CS,OK_315
5,1,CT,OK_315
5,1,CU,OK_315
6,1,CV,OK_315
6,1,CW,OK_315
5,1,CX,OK_315
3,1,CY,OK_315
3,1,CZ,OK_315
7,1,DA,OK_315
6,1,DB,OK_315
6,1,DC,OK_315
7,1,DD,OK_315
3,1,DE,OK_315
4,1,DF,OK_315
5,1,DG,OK_315
3,1,A,OK_316
5,1,B,OK_316
6,1,C,OK_316
7,1,D,OK_316
5,1,E,OK_316
5,1,F,OK_316
2,1,G,OK_316
5,1,H,OK_316
7,1,I,OK_316
5,1,J,OK_316
5,1,K,OK_316
4,1,L,OK_316
6,1,M,OK_316
6,1,N,OK_316
1,1,O,OK_316
7,1,P,OK_316
7,1,Q,OK_316
4,1,R,OK_316
6,1,S,OK_316
7,1,T,OK_316
7,1,U,OK_316
7,1,V,OK_316
6,1,W,OK_316
6,1,X,OK_316
1,1,Y,OK_316
6,1,Z,OK_316
7,1,AA,OK_316
7,1,AB,OK_316
2,1,AC,OK_316
6,1,AD,OK_316
4,1,AE,OK_316
7,1,AF,OK_316
5,1,AG,OK_316
6,1,AH,OK_316
6,1,AI,OK_316
6,1,AJ,OK_316
5,1,AK,OK_316
4,1,AL,OK_316
7,1,AM,OK_316
7,1,AN,OK_316
7,1,AO,OK_316
7,1,AP,OK_316
7,1,AQ,OK_316
6,1,AR,OK_316
6,1,AS,OK_316
6,1,AT,OK_316
6,1,AU,OK_316
7,1,AV,OK_316
5,1,AW,OK_316
6,1,AX,OK_316
4,1,AY,OK_316
5,1,AZ,OK_316
4,1,BA,OK_316
6,1,BB,OK_316
3,1,BC,OK_316
4,1,BD,OK_316
7,1,BE,OK_316
7,1,BF,OK_316
5,1,BG,OK_316
2,1,BH,OK_316
4,1,BI,OK_316
5,1,BJ,OK_316
6,1,BK,OK_316
4,1,BL,OK_316
7,1,BM,OK_316
7,1,BN,OK_316
6,1,BO,OK_316
3,1,BP,OK_316
3,1,BQ,OK_316
5,1,BR,OK_316
6,1,BS,OK_316
5,1,BT,OK_316
5,1,BU,OK_316
7,1,BV,OK_316
6,1,BW,OK_316
6,1,BX,OK_316
7,1,BY,OK_316
7,1,BZ,OK_316
5,1,CA,OK_316
4,1,CB,OK_316
1,1,CC,OK_316
4,1,CD,OK_316
4,1,CE,OK_316
6,1,CF,OK_316
6,1,CG,OK_316
5,1,CH,OK_316
5,1,CI,OK_316
5,1,CJ,OK_316
3,1,CK,OK_316
7,1,CL,OK_316
7,1,CM,OK_316
7,1,CN,OK_316
7,1,CO,OK_316
6,1,CP,OK_316
4,1,CQ,OK_316
7,1,CR,OK_316
5,1,CS,OK_316
7,1,CT,OK_316
5,1,CU,OK_316
7,1,CV,OK_316
3,1,CW,OK_316
6,1,CX,OK_316
3,1,CY,OK_316
5,1,CZ,OK_316
7,1,DA,OK_316
7,1,DB,OK_316
6,1,DC,OK_316
4,1,DD,OK_316
7,1,DE,OK_316
7,1,DF,OK_316
6,1,DG,OK_316
6,1,A,OK_317
7,1,B,OK_317
7,1,C,OK_317
7,1,D,OK_317
6,1,E,OK_317
7,1,F,OK_317
7,1,G,OK_317
6,1,H,OK_317
7,1,I,OK_317
7,1,J,OK_317
3,1,K,OK_317
7,1,L,OK_317
7,1,M,OK_317
7,1,N,OK_317
7,1,O,OK_317
7,1,P,OK_317
7,1,Q,OK_317
6,1,R,OK_317
7,1,S,OK_317
7,1,T,OK_317
7,1,U,OK_317
7,1,V,OK_317
6,1,W,OK_317
7,1,X,OK_317
7,1,Y,OK_317
6,1,Z,OK_317
7,1,AA,OK_317
6,1,AB,OK_317
7,1,AC,OK_317
7,1,AD,OK_317
6,1,AE,OK_317
7,1,AF,OK_317
6,1,AG,OK_317
7,1,AH,OK_317
7,1,AI,OK_317
5,1,AJ,OK_317
7,1,AK,OK_317
6,1,AL,OK_317
7,1,AM,OK_317
7,1,AN,OK_317
7,1,AO,OK_317
7,1,AP,OK_317
7,1,AQ,OK_317
7,1,AR,OK_317
7,1,AS,OK_317
7,1,AT,OK_317
7,1,AU,OK_317
7,1,AV,OK_317
6,1,AW,OK_317
7,1,AX,OK_317
7,1,AY,OK_317
6,1,AZ,OK_317
6,1,BA,OK_317
6,1,BB,OK_317
7,1,BC,OK_317
7,1,BD,OK_317
7,1,BE,OK_317
7,1,BF,OK_317
7,1,BG,OK_317
7,1,BH,OK_317
6,1,BI,OK_317
7,1,BJ,OK_317
7,1,BK,OK_317
7,1,BL,OK_317
7,1,BM,OK_317
7,1,BN,OK_317
7,1,BO,OK_317
7,1,BP,OK_317
5,1,BQ,OK_317
6,1,BR,OK_317
6,1,BS,OK_317
7,1,BT,OK_317
7,1,BU,OK_317
7,1,BV,OK_317
7,1,BW,OK_317
6,1,BX,OK_317
7,1,BY,OK_317
6,1,BZ,OK_317
5,1,CA,OK_317
7,1,CB,OK_317
7,1,CC,OK_317
7,1,CD,OK_317
7,1,CE,OK_317
7,1,CF,OK_317
7,1,CG,OK_317
7,1,CH,OK_317
5,1,CI,OK_317
5,1,CJ,OK_317
5,1,CK,OK_317
7,1,CL,OK_317
7,1,CM,OK_317
7,1,CN,OK_317
7,1,CO,OK_317
7,1,CP,OK_317
7,1,CQ,OK_317
7,1,CR,OK_317
7,1,CS,OK_317
7,1,CT,OK_317
7,1,CU,OK_317
7,1,CV,OK_317
7,1,CW,OK_317
7,1,CX,OK_317
6,1,CY,OK_317
6,1,CZ,OK_317
7,1,DA,OK_317
7,1,DB,OK_317
7,1,DC,OK_317
7,1,DD,OK_317
7,1,DE,OK_317
7,1,DF,OK_317
7,1,DG,OK_317
1,1,A,OK_318
4,1,B,OK_318
5,1,C,OK_318
7,1,D,OK_318
4,1,E,OK_318
5,1,F,OK_318
6,1,G,OK_318
3,1,H,OK_318
5,1,I,OK_318
6,1,J,OK_318
3,1,K,OK_318
3,1,L,OK_318
6,1,M,OK_318
6,1,N,OK_318
5,1,O,OK_318
6,1,P,OK_318
6,1,Q,OK_318
3,1,R,OK_318
3,1,S,OK_318
4,1,T,OK_318
5,1,U,OK_318
1,1,V,OK_318
5,1,W,OK_318
6,1,X,OK_318
1,1,Y,OK_318
5,1,Z,OK_318
6,1,AA,OK_318
6,1,AB,OK_318
6,1,AC,OK_318
5,1,AD,OK_318
4,1,AE,OK_318
7,1,AF,OK_318
4,1,AG,OK_318
7,1,AH,OK_318
4,1,AI,OK_318
2,1,AJ,OK_318
6,1,AK,OK_318
6,1,AL,OK_318
5,1,AM,OK_318
1,1,AN,OK_318
3,1,AO,OK_318
7,1,AP,OK_318
2,1,AQ,OK_318
7,1,AR,OK_318
6,1,AS,OK_318
7,1,AT,OK_318
6,1,AU,OK_318
4,1,AV,OK_318
6,1,AW,OK_318
7,1,AX,OK_318
1,1,AY,OK_318
3,1,AZ,OK_318
6,1,BA,OK_318
3,1,BB,OK_318
1,1,BC,OK_318
5,1,BD,OK_318
7,1,BE,OK_318
5,1,BF,OK_318
7,1,BG,OK_318
4,1,BH,OK_318
6,1,BI,OK_318
2,1,BJ,OK_318
2,1,BK,OK_318
7,1,BL,OK_318
4,1,BM,OK_318
3,1,BN,OK_318
3,1,BO,OK_318
7,1,BP,OK_318
2,1,BQ,OK_318
2,1,BR,OK_318
6,1,BS,OK_318
4,1,BT,OK_318
7,1,BU,OK_318
3,1,BV,OK_318
7,1,BW,OK_318
3,1,BX,OK_318
3,1,BY,OK_318
6,1,BZ,OK_318
4,1,CA,OK_318
7,1,CB,OK_318
4,1,CC,OK_318
7,1,CD,OK_318
1,1,CE,OK_318
6,1,CF,OK_318
7,1,CG,OK_318
5,1,CH,OK_318
4,1,CI,OK_318
5,1,CJ,OK_318
6,1,CK,OK_318
7,1,CL,OK_318
5,1,CM,OK_318
1,1,CN,OK_318
6,1,CO,OK_318
3,1,CP,OK_318
3,1,CQ,OK_318
6,1,CR,OK_318
3,1,CS,OK_318
6,1,CT,OK_318
6,1,CU,OK_318
1,1,CV,OK_318
6,1,CW,OK_318
7,1,CX,OK_318
3,1,CY,OK_318
4,1,CZ,OK_318
1,1,DA,OK_318
4,1,DB,OK_318
5,1,DC,OK_318
4,1,DD,OK_318
5,1,DE,OK_318
3,1,DF,OK_318
5,1,DG,OK_318
4,1,A,OK_319
7,1,B,OK_319
7,1,C,OK_319
6,1,D,OK_319
7,1,E,OK_319
5,1,F,OK_319
7,1,G,OK_319
4,1,H,OK_319
7,1,I,OK_319
7,1,J,OK_319
7,1,K,OK_319
7,1,L,OK_319
7,1,M,OK_319
7,1,N,OK_319
6,1,O,OK_319
7,1,P,OK_319
6,1,Q,OK_319
7,1,R,OK_319
5,1,S,OK_319
7,1,T,OK_319
7,1,U,OK_319
7,1,V,OK_319
7,1,W,OK_319
7,1,X,OK_319
7,1,Y,OK_319
7,1,Z,OK_319
6,1,AA,OK_319
6,1,AB,OK_319
6,1,AC,OK_319
7,1,AD,OK_319
5,1,AE,OK_319
7,1,AF,OK_319
7,1,AG,OK_319
6,1,AH,OK_319
7,1,AI,OK_319
7,1,AJ,OK_319
7,1,AK,OK_319
6,1,AL,OK_319
7,1,AM,OK_319
7,1,AN,OK_319
7,1,AO,OK_319
7,1,AP,OK_319
7,1,AQ,OK_319
7,1,AR,OK_319
7,1,AS,OK_319
6,1,AT,OK_319
7,1,AU,OK_319
5,1,AV,OK_319
4,1,AW,OK_319
7,1,AX,OK_319
7,1,AY,OK_319
7,1,AZ,OK_319
5,1,BA,OK_319
5,1,BB,OK_319
7,1,BC,OK_319
7,1,BD,OK_319
3,1,BE,OK_319
3,1,BF,OK_319
7,1,BG,OK_319
5,1,BH,OK_319
7,1,BI,OK_319
6,1,BJ,OK_319
7,1,BK,OK_319
5,1,BL,OK_319
7,1,BM,OK_319
7,1,BN,OK_319
7,1,BO,OK_319
6,1,BP,OK_319
7,1,BQ,OK_319
7,1,BR,OK_319
7,1,BS,OK_319
5,1,BT,OK_319
6,1,BU,OK_319
7,1,BV,OK_319
7,1,BW,OK_319
4,1,BX,OK_319
1,1,BY,OK_319
7,1,BZ,OK_319
7,1,CA,OK_319
6,1,CB,OK_319
5,1,CC,OK_319
5,1,CD,OK_319
7,1,CE,OK_319
7,1,CF,OK_319
3,1,CG,OK_319
6,1,CH,OK_319
5,1,CI,OK_319
5,1,CJ,OK_319
2,1,CK,OK_319
7,1,CL,OK_319
7,1,CM,OK_319
1,1,CN,OK_319
7,1,CO,OK_319
3,1,CP,OK_319
7,1,CQ,OK_319
7,1,CR,OK_319
5,1,CS,OK_319
7,1,CT,OK_319
7,1,CU,OK_319
5,1,CV,OK_319
7,1,CW,OK_319
7,1,CX,OK_319
5,1,CY,OK_319
7,1,CZ,OK_319
7,1,DA,OK_319
7,1,DB,OK_319
6,1,DC,OK_319
7,1,DD,OK_319
6,1,DE,OK_319
7,1,DF,OK_319
6,1,DG,OK_319
6,1,A,OK_320
7,1,B,OK_320
7,1,C,OK_320
6,1,D,OK_320
7,1,E,OK_320
7,1,F,OK_320
6,1,G,OK_320
5,1,H,OK_320
7,1,I,OK_320
6,1,J,OK_320
6,1,K,OK_320
5,1,L,OK_320
7,1,M,OK_320
7,1,N,OK_320
6,1,O,OK_320
7,1,P,OK_320
7,1,Q,OK_320
5,1,R,OK_320
6,1,S,OK_320
4,1,T,OK_320
7,1,U,OK_320
6,1,V,OK_320
6,1,W,OK_320
6,1,X,OK_320
7,1,Y,OK_320
5,1,Z,OK_320
7,1,AA,OK_320
7,1,AB,OK_320
1,1,AC,OK_320
5,1,AD,OK_320
5,1,AE,OK_320
6,1,AF,OK_320
5,1,AG,OK_320
6,1,AH,OK_320
5,1,AI,OK_320
6,1,AJ,OK_320
5,1,AK,OK_320
6,1,AL,OK_320
7,1,AM,OK_320
7,1,AN,OK_320
7,1,AO,OK_320
7,1,AP,OK_320
2,1,AQ,OK_320
7,1,AR,OK_320
6,1,AS,OK_320
7,1,AT,OK_320
6,1,AU,OK_320
5,1,AV,OK_320
5,1,AW,OK_320
7,1,AX,OK_320
6,1,AY,OK_320
5,1,AZ,OK_320
6,1,BA,OK_320
7,1,BB,OK_320
2,1,BC,OK_320
6,1,BD,OK_320
7,1,BE,OK_320
5,1,BF,OK_320
7,1,BG,OK_320
6,1,BH,OK_320
4,1,BI,OK_320
5,1,BJ,OK_320
7,1,BK,OK_320
7,1,BL,OK_320
7,1,BM,OK_320
6,1,BN,OK_320
5,1,BO,OK_320
5,1,BP,OK_320
5,1,BQ,OK_320
6,1,BR,OK_320
6,1,BS,OK_320
2,1,BT,OK_320
7,1,BU,OK_320
7,1,BV,OK_320
5,1,BW,OK_320
6,1,BX,OK_320
7,1,BY,OK_320
6,1,BZ,OK_320
5,1,CA,OK_320
6,1,CB,OK_320
7,1,CC,OK_320
7,1,CD,OK_320
5,1,CE,OK_320
6,1,CF,OK_320
7,1,CG,OK_320
7,1,CH,OK_320
6,1,CI,OK_320
5,1,CJ,OK_320
4,1,CK,OK_320
7,1,CL,OK_320
7,1,CM,OK_320
7,1,CN,OK_320
6,1,CO,OK_320
6,1,CP,OK_320
7,1,CQ,OK_320
7,1,CR,OK_320
6,1,CS,OK_320
7,1,CT,OK_320
6,1,CU,OK_320
3,1,CV,OK_320
6,1,CW,OK_320
7,1,CX,OK_320
6,1,CY,OK_320
5,1,CZ,OK_320
7,1,DA,OK_320
7,1,DB,OK_320
7,1,DC,OK_320
6,1,DD,OK_320
7,1,DE,OK_320
6,1,DF,OK_320
7,1,DG,OK_320
4,1,A,OK_321
6,1,B,OK_321
7,1,C,OK_321
7,1,D,OK_321
7,1,E,OK_321
6,1,F,OK_321
7,1,G,OK_321
6,1,H,OK_321
7,1,I,OK_321
5,1,J,OK_321
4,1,K,OK_321
4,1,L,OK_321
6,1,M,OK_321
7,1,N,OK_321
7,1,O,OK_321
7,1,P,OK_321
7,1,Q,OK_321
6,1,R,OK_321
5,1,S,OK_321
7,1,T,OK_321
7,1,U,OK_321
7,1,V,OK_321
6,1,W,OK_321
6,1,X,OK_321
7,1,Y,OK_321
6,1,Z,OK_321
7,1,AA,OK_321
6,1,AB,OK_321
5,1,AC,OK_321
7,1,AD,OK_321
6,1,AE,OK_321
7,1,AF,OK_321
5,1,AG,OK_321
7,1,AH,OK_321
7,1,AI,OK_321
6,1,AJ,OK_321
6,1,AK,OK_321
7,1,AL,OK_321
7,1,AM,OK_321
7,1,AN,OK_321
6,1,AO,OK_321
6,1,AP,OK_321
3,1,AQ,OK_321
6,1,AR,OK_321
6,1,AS,OK_321
7,1,AT,OK_321
6,1,AU,OK_321
5,1,AV,OK_321
5,1,AW,OK_321
7,1,AX,OK_321
6,1,AY,OK_321
7,1,AZ,OK_321
5,1,BA,OK_321
5,1,BB,OK_321
7,1,BC,OK_321
7,1,BD,OK_321
7,1,BE,OK_321
7,1,BF,OK_321
6,1,BG,OK_321
5,1,BH,OK_321
7,1,BI,OK_321
6,1,BJ,OK_321
2,1,BK,OK_321
7,1,BL,OK_321
6,1,BM,OK_321
7,1,BN,OK_321
7,1,BO,OK_321
5,1,BP,OK_321
6,1,BQ,OK_321
6,1,BR,OK_321
6,1,BS,OK_321
6,1,BT,OK_321
7,1,BU,OK_321
7,1,BV,OK_321
5,1,BW,OK_321
6,1,BX,OK_321
7,1,BY,OK_321
5,1,BZ,OK_321
5,1,CA,OK_321
6,1,CB,OK_321
5,1,CC,OK_321
7,1,CD,OK_321
4,1,CE,OK_321
7,1,CF,OK_321
7,1,CG,OK_321
7,1,CH,OK_321
7,1,CI,OK_321
5,1,CJ,OK_321
4,1,CK,OK_321
7,1,CL,OK_321
6,1,CM,OK_321
5,1,CN,OK_321
7,1,CO,OK_321
5,1,CP,OK_321
7,1,CQ,OK_321
7,1,CR,OK_321
6,1,CS,OK_321
7,1,CT,OK_321
3,1,CU,OK_321
7,1,CV,OK_321
6,1,CW,OK_321
7,1,CX,OK_321
3,1,CY,OK_321
5,1,CZ,OK_321
7,1,DA,OK_321
7,1,DB,OK_321
6,1,DC,OK_321
7,1,DD,OK_321
5,1,DE,OK_321
7,1,DF,OK_321
6,1,DG,OK_321
1,1,A,OK_322
4,1,B,OK_322
3,1,C,OK_322
6,1,D,OK_322
2,1,E,OK_322
5,1,F,OK_322
5,1,G,OK_322
2,1,H,OK_322
1,1,I,OK_322
1,1,J,OK_322
1,1,K,OK_322
3,1,L,OK_322
5,1,M,OK_322
2,1,N,OK_322
1,1,O,OK_322
3,1,P,OK_322
1,1,Q,OK_322
3,1,R,OK_322
4,1,S,OK_322
4,1,T,OK_322
6,1,U,OK_322
3,1,V,OK_322
1,1,W,OK_322
4,1,X,OK_322
